day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,windspeed,rainfall
24.963909053067564,1008.6552922403944,34.75992477699828,30.68478384503253,28.52622140973108,25.47632865247825,73.13008467644653,28.98895926453153,8.145953771284418,25.2
10.944864348185009,1022.8666974203323,14.458823113899552,11.850167355968392,9.88669642548666,7.57996000116073,77.18575323829361,93.42812660599256,25.329932722197903,2.3
18.873157482406057,1020.3897339123688,17.68771586287583,16.181050870436717,15.385953907732342,12.51352385963189,78.61169084235789,84.00984012274421,38.87319625871718,23.8
13.544395036297024,1019.1653709529282,17.375475832193416,16.070159767681112,15.47816607486904,12.909509445337454,79.86377218751558,81.58905787111087,34.091593001114354,24.9
10.07231697355706,1009.39145854156,26.25759982668207,23.405476329002628,20.77021118574669,22.4050243120672,92.1772502223902,92.9475130784572,20.338293267672768,3.5
14.934362616266483,1006.631406087276,33.52332416658584,29.798716953638607,28.38718363393342,26.290624214657413,82.05528110864903,74.56644764955907,22.55162793328128,30.4
26.00791828942948,1032.930901829328,10.966361133607252,7.752174137309579,4.584428101933337,3.9862794580562273,46.27878819975236,27.67135674277188,28.71505553520341,10.9
24.27283449679389,1007.5277550374554,35.66256009899084,31.11410058010013,28.60680412504169,25.22121056352514,71.28603740187027,34.87991694337259,7.59760050721566,25.5
8.414184201154013,1023.8071614838616,19.496790166511857,14.776328290607411,11.616548713787305,4.334374499669208,51.81376959535642,0.3131055270892434,16.86008037260774,0.8
7.376640435585168,1023.877686921204,20.01375506069697,14.899109000587588,11.74500642259768,4.478656377268042,51.43467182841969,0.6763932988845532,16.40300151064084,8.3
11.979045771912109,1017.0386355007874,24.294728867210686,24.211389244206167,23.444930546939368,21.291295191968786,83.07797992840058,90.28428988817603,41.26109205563344,27.6
7.888173112902605,1022.0360077307838,21.004435146879565,19.58573770841551,16.392786392577197,14.73640350499635,79.17215282026233,55.99200176085752,20.982829213229,19.1
6.279365154626714,1005.8631576721752,34.34790523011473,30.39277678486598,27.88049180419405,25.9768727267389,77.05765611043878,51.86922669746941,11.70580686124919,30.2
29.85407575488104,1006.3752643445524,28.06463715197228,26.744492382742603,25.79217685536992,24.80089350859461,92.574667440939,88.06007667797576,6.3023669156033,36.4
17.587935179802518,1012.1179824281762,21.65703708082465,19.477399544040576,17.58447815086803,18.74875842171973,97.17230738851286,93.6495707882809,12.606045176704466,37.0
25.199209415135865,1017.0218866632464,26.406689758701564,24.86322826507305,24.484635615940547,23.149720124357067,83.80061161152211,81.30944378747004,28.140870278951382,2.8
13.632421572747532,1005.222119917472,31.44522335847467,28.26419372120587,25.369379419126663,25.79099847152296,86.81943649891853,82.18869118047526,12.375284391359331,3.6
9.800240726140329,1016.7073867237772,25.63144005715957,24.83816289979936,23.908923521864256,21.40400676630277,80.75360955354522,86.34910677455727,45.903950436082745,26.5
20.841385302380203,1012.4864797410332,28.213332375395304,25.02782795740596,21.9513121689584,21.868585914053256,87.08834237611487,79.84936347787004,7.718508674271699,3.2
2.2498320634750706,1008.7900536463608,31.96600736484278,29.61435680097424,27.229232546989017,25.75766929869692,82.22266147375954,84.69451917555435,25.911985388254813,3.0
28.556232793336065,1010.165913209811,33.15009069461326,30.21066627119091,28.211853684271805,24.75967080204715,74.31277670392039,27.77630783149112,12.080063148484117,2.4
6.566812299871949,1008.443676971777,28.4071947096794,27.354206476131385,24.9891104102549,26.14176215010701,92.64716294271342,89.11419707621123,25.07380658516161,3.5
11.317534487151937,1009.9179886874648,21.82156266772715,20.241198547776925,20.014543714277924,19.48130453774408,93.92851498778565,86.59254197268959,29.18285028702436,34.5
28.426048189095702,1024.4164461890127,20.057630094326257,17.06352284041699,15.283866726733637,9.771879912179864,64.37341845657848,58.47265967728072,26.01932653955636,15.8
26.65053821451424,1016.9984352011056,25.717831851200035,25.142252440875914,24.356685233230177,22.145768025338523,83.27168123508604,82.19940274110134,29.04839828805192,26.7
15.065463559300708,1015.0685979943432,15.874053135597196,15.233558933225616,14.718579966859348,14.666391720864382,97.3049282288163,97.25364266505557,36.88257198855703,33.7
4.786584607440506,1006.8142568611396,33.012215462120736,29.13155072337499,28.013810184702745,24.224695752529204,74.32406454467726,28.773263125457323,8.695748543145077,2.7
26.641868513300825,1022.8777299559938,19.06826938017512,17.72364431655191,16.58412308312294,15.065915995898775,84.8646460921384,89.87979196152456,19.0199122804486,25.1
9.187444617660764,1021.0433877597588,21.244032991833272,16.65192608507616,12.718788727372482,7.354025912025281,52.74110222158136,31.167910755213622,17.89667429087589,13.0
12.676603655888464,1015.0415508410728,24.9942822470175,23.75202751044161,21.337415333320404,22.22479184614863,92.37826604311584,85.20724021801043,29.22065151317346,30.8
0.9346756605547006,1022.8758466606608,15.057736978891429,12.523106973299246,11.041550055346462,11.37395380484557,92.42195104783444,94.75106518452658,31.899941604028324,28.3
11.646456341141723,1016.527286088986,23.219528619616323,19.756029984305133,18.38409630412056,15.465582109411452,75.52717396424008,71.77372736534399,20.81521541654253,2.3
4.142913566192954,1012.7373496386398,27.86707411448937,23.479556957356177,19.99923716472271,21.78783564462077,87.788566813459,84.54443985106383,7.67251011725793,33.7
13.24251837239444,1012.7892709871704,28.43556625962504,25.69103870064009,24.43009451985572,22.260227946001624,82.46540122544816,86.44318287514776,24.067132551819284,2.9
8.039271412516078,1001.2331385729608,33.41687802244469,31.02742905211425,28.02783586580784,25.60926634427264,73.80918143375894,45.97560733864181,24.09945627810639,27.6
30.78883300738189,1015.4174113897903,25.610751133261093,21.57277318107501,19.141210755280905,18.780261827532065,85.89674954863777,82.23827797769177,3.7777414975667902,28.1
13.309187707754894,1015.3046722507454,24.925975674696144,23.08172300908765,21.00257840065301,22.60768825741681,91.56155002770429,85.15293788888015,30.961749497920543,31.6
4.963596148842632,1016.3163216124158,28.354899963231816,26.237152844661253,24.72070460239581,22.32410760839684,80.3457105684287,82.92650864887636,28.53935614885966,25.8
22.77532536387228,1008.2012807511164,27.37211435302001,25.695276121484262,22.63515056352482,22.208213422391147,88.57288375829991,82.20896809539913,12.449243131240497,34.0
28.618302669164223,1006.0607590546678,29.869784963684825,28.35988109968525,26.82192455160484,24.434704714338032,84.93569691211063,88.75386686193725,11.686524009844945,3.5
18.81043157234743,1022.369072570487,15.254743803591516,13.860771250203175,11.661245054404336,11.252579119699847,89.38018617788933,93.52089395906484,18.6982561695744,26.5
7.295312287950622,1013.5921101624532,26.31715276366557,24.055329899807823,22.445460452681168,21.803887295884564,91.5149366025138,84.53121231272996,10.335233318867168,3.5
10.661796344709652,1012.8600442434184,31.43183677730689,28.395890317097887,26.28834553831504,22.804644181893035,75.0237275653396,46.49995739770086,24.33018056368497,22.0
28.415211821016552,1021.8636030310972,18.98410775511191,18.007223588853662,15.917481407148706,10.201801583638938,59.127830757842105,75.15335628049876,20.034786499206284,18.0
19.39647698076156,1017.3497373946706,28.83715235780653,25.64880856833186,24.70748003007586,22.5635286703368,83.1237153709157,57.75753117201738,21.520507763106608,2.4
21.34967868993583,1013.4836113160592,17.49408139804862,17.02872531109958,16.078779450727303,16.347215474290138,96.25027663784734,97.67328406640092,33.02723901711134,34.3
25.895964205795263,1020.5964126938844,19.59750548600971,18.26432542742048,16.70951066912303,13.239417649950967,74.47350971794181,87.66791541639687,21.75955590374996,22.1
7.801806191674557,1006.120227643912,30.3339800292975,26.77952770967963,24.138203863282417,25.860532248296035,88.76445684824589,85.00376627655339,12.748924289063927,37.6
20.86902524866752,1006.267736126436,28.052199803804708,26.283683253804853,24.94703453796825,24.1495310164497,87.74786172280716,75.52244870174852,26.62604222974232,32.9
25.39394144234455,1005.3613214658,35.081366625634566,30.21350417586919,28.183978582689107,23.23988522411273,64.9078129368813,20.867396095272305,10.951568574731278,25.7
24.36170950205715,1017.918388407402,23.08453865363535,21.03876224044533,20.218512629237864,19.762268293566745,91.01018325796385,78.00695544449087,14.893140017854137,2.9
3.642478399393803,1020.610541456864,21.161226623093853,20.0507571682142,18.61049596849836,15.205721562411956,75.48469536373918,86.46639639930808,37.89875203953355,22.3
4.052980319781901,1014.3026490145554,33.136492399230264,28.93721267578093,26.6694658348,26.054619915089923,81.20922210840905,58.90749670111102,9.614905181780706,30.2
1.7436927313663926,1024.709926483332,20.026579775952783,16.474884936493,14.929188174314335,10.998489688564415,73.16164748467493,43.120115880214136,34.60255265987413,15.4
20.403086003406084,1019.2999245535112,16.415493732664775,15.327052214809848,14.4534593001702,13.602333487129131,89.10662368307327,92.21631552409386,51.019095917885465,28.7
28.478781640446822,1022.0916535424668,23.099986126288908,20.756327756468576,19.283082654559443,14.553369223372044,70.3377017850038,49.05943454038079,34.34851144635318,1.7
28.41248322036744,1007.2243063394864,31.967383935551226,28.80775368393116,25.97562168401292,26.505016659081107,84.32268222749279,82.83256854611125,25.87262231006868,3.3
6.752360118629918,1026.6078684234851,18.1599872122553,13.763937008409632,10.44230852482166,1.4072762001991226,36.46879089134926,1.331472396608531,19.375742030691168,0.6
15.268502864591722,1024.5451237191785,17.451797556100303,12.750206169949845,11.507184585102086,6.497655213134635,64.03795648740403,88.1897328629574,33.56361977552809,18.7
25.23104433695793,1007.6530823951824,30.58081263977192,27.75453111029456,26.109160973817698,24.774961969462787,81.25908407170112,62.2959624539356,15.707937504397451,29.1
27.73135270711527,1010.0254728786884,32.837640722568736,30.223803159248188,28.36926472093525,24.5215731435352,73.93310437699489,28.512620898158342,12.76521941636008,23.7
21.449536703514568,1009.7216138391768,29.622352338513988,26.96788305822569,24.51654375333121,19.424271991477298,65.02845640318634,64.94941844307505,13.353399175809235,25.5
20.885306668845207,1021.6305822802505,20.50350459369645,19.41500954199473,16.94407725505783,15.828608199752312,82.36658691890545,87.68700763943265,21.89747586584619,2.4
14.763260056179396,1014.8372961779496,15.807517917839297,15.122997028558771,14.91100066501791,13.93425355290214,96.65230626659232,97.0358012103481,36.6357293081868,33.1
26.528246834341616,1020.6112925855488,21.439963877209447,18.543405121175887,15.407796447967147,7.801260184067424,51.09712463598237,46.37062074470574,33.910875994463545,14.5
20.385243013107264,1009.2715205478778,33.91675224378742,30.33676427529628,28.57394699628449,25.689448095267124,75.40916052379414,52.41076788775168,11.692630022622431,28.1
19.218776138736075,1017.3644672388712,22.03354653728616,20.66761486542838,20.157335090063285,18.076869986510165,86.02038089012336,89.30144181076604,34.962716212895664,28.1
5.270737813389659,1013.162882500936,26.430221727286344,22.639790013524003,21.6200710540306,21.693032828159428,91.23473063503664,82.66132085344236,19.8376584802106,31.9
9.15037290185246,998.958450092796,35.51211404747763,31.919135021733087,26.50018176305297,26.547470003411444,75.50686446221175,57.76192038168668,24.433061949932668,30.1
27.572780778694977,1007.6489125558392,32.183049116261266,28.607768298924228,26.07421365427639,26.189965174704472,85.38223719507438,83.84132835008784,26.76511930478289,32.4
18.815930754337145,1025.3977542225948,18.052236157611297,16.609554488282786,13.520675445555318,9.074311430006953,62.32516915055946,71.51377883998035,29.050698614988267,16.5
29.150466289237794,1005.541785265595,31.25872616455344,29.791703801524704,28.050683933804585,19.35566051092162,55.37636208986243,52.96264726799811,15.94080200316696,23.3
13.181305420307073,1014.440986764006,16.983263634019465,15.784240256310564,14.39807369320062,15.016687651194902,94.94998105110965,101.56558934150895,23.5229874335545,33.9
11.000469959960178,1014.5474277724522,22.420322139406736,19.192033779027312,17.27395424244636,16.681404155881292,85.22408509044497,79.33968984713037,14.86767561509208,2.9
11.271658735754087,1019.634733162026,18.59122532742192,16.96421318225517,15.8797870378808,13.572229921816811,79.19910116080177,88.97291391461422,23.839704824586168,2.5
30.44177298895074,1009.89846764142,31.40992444525051,30.254272009017864,28.78616707119675,25.7832272577788,79.43794734527597,71.73734843833239,24.55389238119548,27.2
4.292627521357049,1008.431228275708,30.41424029819671,26.99834349993295,24.9061391654288,24.246813457278847,85.25267805316322,86.63092263051664,10.16946231921062,36.8
4.776965241372964,1007.7927194391232,32.27633166345264,29.12146766997558,25.79592875190063,26.09938948090265,87.83105546712747,87.29860081963916,22.54437775142747,32.5
24.66178559428544,1017.6375131276726,25.56166520166357,22.450247349912622,18.481196484815232,16.920193259377026,69.7719383277133,44.85917280118375,28.44127898944858,1.9
28.403680431384284,1006.3871424651076,31.47725221360035,28.28422801774636,27.01952014108337,24.845088444393284,78.65149403145436,83.53197593153702,9.26589706538048,3.5
31.5071257649613,1026.2162872306576,20.367979334214315,18.101553064549343,15.343980081124212,12.66859399614194,74.17613814935771,66.03772368061273,23.58472080373716,1.8
17.342367720039316,1012.3739792279678,24.716356794879125,23.892505764818235,22.90196869989329,19.91063715033824,80.29212361236591,86.17221053292724,38.880970578410725,28.0
12.28365767972394,1005.763697128388,24.788838068526296,22.33141022111673,20.94574662568236,21.334090983662264,97.90915096754482,94.62030824313436,14.071953279654252,38.7
28.95592313028554,1023.5500961453904,21.028919772394712,16.641111134692796,13.592521777296673,11.182938551069698,72.11674085507956,49.19049332898702,9.306604705876495,20.8
26.457595650142547,1027.2945130868509,17.957644082621567,14.7541832282502,13.619733350265234,11.567959735322203,77.92162794631682,88.26695228298807,15.023268054017825,22.3
6.600892688737294,1007.588924742997,30.203937122625888,28.49872975932429,26.53975925631924,25.70728087613042,86.7621249357406,83.67964210208524,21.059921457616458,32.3
19.4845830795245,1017.002493793856,28.50344032725537,25.59316503958712,24.48576056972718,22.74470918844707,84.35126559022741,57.83428554506451,21.647688732411567,24.6
19.00898466499163,1010.010218145012,27.91568525152137,25.80836720478142,24.39809889730768,22.721640900731224,83.85868199906659,81.97089676743832,25.98956364274548,3.0
23.21292453186796,1017.7204160259192,22.34228260127546,21.255111392552745,19.93333425531711,19.12105794637908,90.69325027990725,76.68173049417206,15.05647570236761,2.8
15.527392486716982,1012.3085085452644,29.437020039508013,27.08908445062608,23.9344289955801,23.70808016082408,86.02249185488361,75.10520894604741,15.131723363662598,28.4
15.98794992253499,1013.5064509901508,25.864248234821744,24.198000205280845,23.35189907989811,23.597088749768712,91.79582998050576,75.30888873439382,25.675657255704817,31.4
18.40093048109539,1009.560455139448,28.490381524048708,25.602467616507354,22.819608928776944,17.387959484571105,59.43982280784174,80.35841478405611,16.96267388839251,24.7
11.532208155177267,1020.1342933861176,18.56976431738863,17.149906328886583,15.650418680478738,13.628600418047316,78.39279308761932,85.1982481562706,23.18731695345153,24.2
25.35831717003233,1008.8986288453038,35.65959970445585,31.45024575507416,28.96833796955676,25.84692470889672,73.02226738018405,40.83712052472412,9.438261408727014,27.5
5.41273105561408,1009.6850681752936,30.55902064019361,28.41364087290038,27.293348776898945,25.484735644212325,83.18465565331715,83.68620094446709,15.414192706215106,30.6
10.903761042904074,1017.8099515926295,22.439401005170424,20.06233989483185,18.437709782225657,17.241934150743862,77.67459303990573,87.96627341550757,38.11763185572643,2.6
21.435693073082447,1011.772509928212,30.681547016851464,27.24732313829616,25.34479805073084,20.5927356911424,70.1464735263429,47.78206925256391,8.573918872564665,25.5
26.974898216576467,1009.7622639787368,33.10347105901852,30.025987645943893,27.609352119375192,25.20488885079684,76.57010547250457,43.98747428787919,9.827464095010097,28.5
19.273927303417675,1025.488012144783,18.029243985208,16.44456084854395,13.70686482223626,8.71102061262538,62.37578825395697,70.55087259595518,29.230046152637705,16.4
15.219896858981516,1019.5371570463352,19.96880432963549,18.459897951305752,16.066312916733917,12.638765511909996,68.60581355124279,68.96991782285549,26.33930514914699,19.9
23.341790465002724,1012.7759918376132,30.18843719163572,26.772770857044588,25.05009856589532,21.112182959048948,72.2919723292263,50.15194331696306,9.696394623502009,2.7
10.304259598031534,1017.306501506721,25.74275658894276,25.26585512036841,23.953610078794497,21.16111657898914,81.32614188503254,86.56798481808625,45.762171953641534,25.6
28.672211990226536,1008.4473209353972,34.01866995559654,29.91406276630977,28.10198115281665,25.314292842893146,74.88397843776845,29.780686111781566,21.328481427040284,22.9
4.121562174315849,1018.5482726559106,22.10780210746992,20.47124058231136,19.273653929197657,18.35630043613316,89.8553084422924,87.96306585286302,16.514875797625773,28.4
21.14898942877904,1014.9395574043068,18.256407683758265,16.92469505762497,16.898710902965018,16.467150496722443,95.52501290741984,94.18671830859284,38.19662328208782,3.3
19.049683477989028,1018.119174893391,22.136897674667768,20.75354440765173,20.289389740188845,17.861937318719328,86.38896351547707,87.46590304815449,35.62334222851319,27.3
10.673677299806108,1018.0416816333384,25.14605664912724,23.54864173880781,22.921091269708626,20.474446531524496,82.02662772321742,85.58556686606734,44.33125127678396,26.3
7.027697401964235,1022.3837508030068,21.815586690860226,19.160769372012584,16.785987530773177,14.488539460087026,79.42824195882096,56.35228000571789,21.67085149023785,1.9
21.82333749040626,1011.584166517718,30.12448925389497,27.523825941634662,25.727690559436645,20.693138441341183,70.38827326783368,48.65338907973135,8.317902777351602,25.4
7.902827272092917,1021.9191703402414,18.59121648731185,17.92756787848599,16.616645922281755,14.001992116563054,78.14906759730111,90.34134884869708,28.41371099066369,23.4
29.87036415585773,1006.3160540259178,27.47093447635141,26.44514924281944,25.6270426239292,25.376639722642803,91.95765696704268,88.74972348063307,5.656587875019421,36.6
13.24392248185188,1014.3510536249744,25.10653390289124,21.972136629776248,17.643596220865714,18.431672730041782,80.51685840296005,82.29166652492029,15.106426714449023,27.1
12.993005038431823,1018.3414229009308,27.86200617340812,25.04728150122792,23.418610930189832,19.075412071691886,70.97811856196475,67.42679768733397,32.28968362042647,20.7
11.19075064362988,1002.5536793699588,31.19338657980836,28.901491145873955,25.98527974094519,25.954627651118468,85.0214421288894,88.7571691790612,19.41468532522304,3.5
14.978961936213546,1015.3327918256716,28.78731322204793,25.136388970915707,22.95730677334213,21.04306032969041,75.85307339722993,19.172651332897026,13.65683130462862,20.4
4.242047143197476,1012.3448747472984,28.00321680622611,23.37642416087624,20.43159567124664,21.59779652999688,87.6600922602704,83.60234570741208,7.775312289993501,33.8
21.48042353899047,1020.5344213734028,20.82026797866773,19.354959979017725,18.86250024948172,17.41539748073447,87.5564722115083,86.72290406608262,27.977034060932723,2.7
12.991127432744458,1014.1483779791834,17.15957491552433,15.577634542189935,14.35447363594408,15.387099816480935,96.12511827198506,98.43283677094747,22.89532948277342,34.5
23.85745248149708,1022.2998857839804,16.669841851126307,15.25284042211765,13.648749735828764,14.081741011119709,91.71741486045772,90.3698203849208,19.22216787382144,28.0
18.92073526424797,1007.7508033630828,32.22093741674592,29.657136286830465,26.903801953090426,26.49291341165053,78.62203009168394,75.70242841009232,25.359550613062364,3.0
19.416364926865576,1021.094290704118,16.107683655521498,14.977537858598197,14.67198916027274,13.270620998331582,87.51147915585986,92.7049439097796,21.947393609737617,2.8
2.7613103326794954,1019.3890467280244,22.04403988227254,21.368545738762155,19.57347899231309,16.40152339819648,76.60784996689138,91.46764363857235,27.712791917602285,23.5
12.843752301153817,1008.4463513323124,29.71552925274803,28.09588628352645,25.980075697891348,25.62769006002547,87.64463810351968,83.38577778399015,23.096469853156226,32.3
24.41935169025424,1016.2619088585022,26.238463161325107,24.8541756487054,23.635375287138213,19.45844889577237,75.38962304112897,37.69761286140925,31.378311511974648,19.4
16.048525114080867,1006.7088754797302,31.18595605203548,29.429000577115914,27.95308363064652,25.62498060034633,81.47506720779677,87.32901598512137,23.392226074456207,31.3
26.87330897615531,1022.850516885052,18.56992689260066,17.482905610541934,16.95299484844679,14.867108902897767,84.38990962108241,89.58896994104079,18.150260087430222,2.5
24.88221909666314,1023.8165153879778,15.603059973426642,13.568547251105077,11.8406592788273,9.165561237861713,74.91782607428323,88.27915191951104,18.801665929915508,21.3
26.843896250800736,1006.1699217491594,29.335054222230387,27.688365858395496,25.38500314338801,25.63078779862871,89.01529679924677,88.14589373624548,32.282509898923806,34.5
27.538842363826856,1022.289532914118,23.22520793675567,21.08315791747524,18.64076819050577,15.026590638614213,70.03489282834727,48.00738895762209,33.985348819274044,16.7
2.1614406724805946,1023.5659971245856,20.55041681085517,16.342230667258132,14.03316671635806,10.809712666591968,71.96632508032462,32.5013335028856,26.560737210898825,1.5
9.4180836288727,1013.9159029663376,26.18505905602579,24.7129528453028,21.395342531136887,20.086249458488503,76.90079312442289,83.79950329682099,29.529793758099984,25.8
7.407127399986697,1023.1934267688206,19.02749331779152,17.447783688364847,15.940295029761367,12.19931932322161,72.73213588676836,86.8219904643453,22.21241154524053,2.0
27.840826823288403,1026.6704067150315,18.49276097126261,17.19863665394988,16.538960977336348,12.849424114262932,75.13893731642348,85.16409708794906,26.2275923845439,20.4
20.331069188523216,1022.1861497628494,16.05252283584243,15.097824970409732,14.24655135126414,10.602527086463958,77.86270966228872,82.09281978784583,44.52359937117855,21.8
4.684690275596179,1013.4451471272932,24.48127038444534,22.239881173328296,20.57924367234253,21.410626188018824,90.89918714375465,77.02085901932895,14.385110751755818,31.9
6.162563006078746,1009.9356093882872,30.234308505751184,28.46704389131022,27.23805218331752,24.728945333979794,83.81982326544029,84.75595087238027,15.473463088307604,3.0
2.991153331852942,1011.7171405436288,30.85709330611061,26.490844060409227,22.72854320993633,23.04746546512542,86.40529659708226,83.5392027976457,11.617904481974785,32.9
4.980648105369116,1015.9325438119548,27.88913656644307,25.98468132595476,24.65102685430631,21.9200031009862,79.45771184500792,80.81694445384169,28.04259954323564,25.5
5.132362156916573,1016.6215326391896,27.67171237646251,25.80459057931441,24.60888882874031,22.66798762666421,80.49572770390392,82.03887553811091,28.585607526449884,2.6
3.6515454323802654,1006.9212999890055,32.73130784153047,30.15862861272111,28.14615482256964,25.96847726999277,76.60638308135677,83.31747425796563,32.81733629296101,3.0
13.10735129859136,1012.1841661406564,27.679997764308364,25.941900478618173,24.240619606794606,22.05920945265727,81.44342880163576,87.50412170543663,25.37170538247049,28.5
12.240645146140068,1014.2394349251476,21.472575664570048,19.058892602513566,17.454402844593783,18.74906029714712,94.82583685783383,85.57242032588977,13.941481380830078,3.4
29.207029377235,1011.976965784751,23.196921687529024,23.138738461719687,20.85165203191277,18.42467664721138,80.42936575984689,89.66980275974666,27.161597178707947,27.8
21.542057261761016,1018.0615010662756,17.647000824405335,16.42475468687661,14.826790832494504,15.846325024646966,95.56542492435749,99.95167329776696,26.343040627617228,32.2
12.99648575676162,1020.7394213101238,18.52487168253464,16.01565493608927,14.334225767329464,12.17074917452186,77.27192811688526,34.512055060691445,24.24296455523778,18.3
30.584692373216377,1009.8937912394066,32.14463871828597,29.78649824972001,28.97195559071672,25.7477915629178,78.70909745852302,71.06072051678302,25.692433027492573,27.4
22.77333652464354,1008.0458625996224,33.593466464603026,30.16423332323589,28.33869450133152,24.62533486963313,71.53566152507639,21.044315222122687,9.665581687503211,26.0
15.552570163631357,1015.7669112740114,15.676955839076475,14.871052231185894,14.29458446579111,13.4471307142244,90.203750215316,99.50625683174796,33.453047763738496,31.7
6.608221474902365,1023.5038382892318,19.178655399409973,17.492204321053716,15.416289930590688,12.049095421387069,72.91553387356608,86.34405335428116,21.705102698476527,20.3
14.692762079930716,1011.2398670441258,23.454171244685963,21.07945626250993,21.25789759598909,20.7067608876964,96.26863467991726,89.38564067844524,19.04176474853359,34.9
27.40447616729878,1018.2904043544048,17.884173934688235,15.863785477274618,14.954591795440605,16.108717174423763,97.78315600841434,100.36063104505058,29.32289366003088,32.8
9.675170172247944,1008.1998168860564,28.592896706954924,26.043037984622675,24.040193871350684,24.610160043469783,86.44709814354452,84.84258491754109,11.460059237275836,3.7
18.60186063176231,1026.4272162453783,16.610780873434106,13.534979968514186,11.248172986733303,3.081435079746965,49.06986143846401,10.965337142751377,25.104908218874936,8.5
18.690154832897715,1007.8074935576534,32.58110903616823,30.06642085470333,28.136205607239223,25.45295911212704,76.95985678254388,58.42282676851325,16.689208373047467,2.6
1.0603631898649832,1017.1487472152464,25.578376529446256,22.980097153942506,21.523905240639287,18.6349048700392,78.35118689364955,85.24976263402917,25.41088465976044,24.9
10.108988562806394,1019.4569434866588,17.144118250494643,13.491579387896476,10.012274324866128,11.707110900700805,93.60084225067956,93.6673796508419,39.71885026860495,29.4
5.328642906174038,1016.0799485901,27.68487149339732,25.71760944761741,24.458683811850065,21.92294228027785,80.25186377066689,83.90925437084174,28.11410410562327,2.6
25.217924952975345,1028.4975390917175,17.723338205765387,14.200398689878275,13.638867337452202,10.143904935777014,75.20011191598928,86.96433015479911,20.434565116974948,2.1
24.64262253944004,1032.4899869942074,10.78900862802164,7.557132791745988,4.287513779717937,3.8024283257483766,46.0841904887649,26.558465839083496,28.94278176226972,10.8
7.597512373748117,1007.4067233687296,29.6193585108584,28.192900600805658,27.41705547845657,25.78849336885781,86.45522050551529,82.22735634781466,20.82577630943193,32.6
1.8448064439109544,1010.785526763888,29.518174787399328,25.78661176834964,22.785300770109988,23.628871769865395,89.29684522065047,82.8604030485218,10.901714136896096,35.7
7.466017617818951,1016.704727726147,28.452199068879228,26.45559415077492,25.28847336724573,23.823216871367578,83.94124499652497,69.94019692411106,18.467110475877853,2.6
10.621722878630864,1007.4974569722486,28.20125724876682,25.338837925096165,23.428328652239664,20.63512100858982,74.47002625670547,62.48322086907043,25.953313235784364,26.5
21.133271809973163,1020.918160071922,17.844149288400146,16.063145407968367,15.112593269536957,14.342085201830775,90.34701182497798,88.75134771181015,24.93526257598525,2.8
17.374361112171083,1015.2391926722528,32.25259729267218,27.91252715983448,26.669602326793324,23.88211569303873,77.5645042254,49.26318122273619,14.163637206715997,23.2
0.98496072209895,1014.8885143531064,25.14227115647536,21.6996260129093,19.812080168323853,19.293582522782405,86.72417324232887,83.49773314269395,9.10402037200954,33.1
13.00738274628287,1007.5511581124772,29.286729838973496,28.2088948575196,26.34080323072916,25.51833059231423,87.6036990941931,84.84258110487514,22.78638940619475,32.7
17.202072859814052,1025.5433261012165,14.733871201569668,13.011421135173462,11.255555818169244,-0.306326911817465,38.43909264870521,26.70941101675703,36.24808160590713,8.4
15.025059172540134,1018.7076741371784,20.15320969546755,18.19283939904491,15.673341874705306,12.371986644193168,68.83434294846231,70.00228809416387,27.00563171282096,20.5
0.7845713500905214,1007.6675680568608,29.16620005434354,27.58547574024315,25.52776760732915,25.66313175225865,88.60636249782915,85.59393167662202,8.085520288232358,3.7
25.80410257576469,1027.0890643804562,17.79710877919109,15.582413000396782,14.141443045549774,11.6148757676726,78.8835155404131,87.66871138102884,15.068542624942598,21.6
3.2872658895210805,1010.5095058882632,33.83693880303444,29.654481847372487,27.89076013455462,24.768179663712043,75.10412800215892,37.28045226464313,4.888093149999259,2.2
3.84662406986307,1012.7009969471932,27.395478137939328,24.010229004648,20.23372001160757,21.83964729013461,88.32030738072072,83.22199913076693,8.159064667678013,33.7
20.42713701184035,1017.03743899775,26.145288116689503,24.9472246002152,23.82695584367807,21.69101810435597,82.32467294611735,72.0625068196314,29.28789293784643,25.3
25.022679560383786,1024.5153861208366,15.608365438480588,13.760051763560924,11.220363916666562,8.903521945490219,74.80161501775869,89.85480332257998,19.786623601242823,2.1
5.7937051862115965,1009.9065446644436,30.52747644822015,28.45019596490553,27.35645614517499,25.66177955317879,83.45368535180451,84.78422496491297,15.964792820624632,3.1
20.82666071916132,1014.786095607119,18.258602539055943,16.465539337605357,16.59288456884598,16.95495552209445,94.9829325114584,96.53597583851744,39.49960281311318,33.5
19.834430781280133,1009.0331213704796,31.37903285681807,28.62144598877375,27.38748950894373,25.010313337176584,77.60398907986082,74.39208439024361,14.6901091407817,28.8
1.0072101289041249,1012.989225103635,32.187712226581674,29.04351299298498,27.007317867187616,25.40142658999808,80.51901746976013,84.50343831071788,7.982823599261171,3.1
1.883674771159888,1005.908065389238,32.4751460204542,30.450255043746907,28.56186493017841,25.97509879838165,80.22071734335742,58.845914053465954,27.558851413636376,28.0
24.91248143766986,1016.271938277467,26.33671251216803,25.30658248267255,24.478867385153173,21.83885320517941,83.3991820535089,82.52130514252906,28.670641388153268,2.7
